TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE
"와룡공원","202505","뉴스","0.00000",,,,"4.40000","747.00000","공원","37.5912","126.9901","서울특별시 종로구 와룡공원길 192","서울특별시","종로구","13493770.00000","11936438.00000","13.00000","81749242.00000","59228708.00000","22520534.00000"
"용인공원","202505","뉴스","0.00000",,,,"4.00000","5.00000","공원묘지","37.2967791","127.2551433","경기도 용인시 처인구 모현읍 새래로 158-33","경기도","용인시","14162630.00000","11653536.00000","21.50000","80029216.00000","76648579.00000","3380637.00000"
"울산대공원","202505","뉴스","0.00000",,,,"4.40000","3490.00000","테마파크","35.530972","129.2939697","울산광역시 남구 대공원로 94 울산대공원","울산광역시","남구","4399073.00000","3718057.00000","18.30000","21664498.00000","20711116.00000","953382.00000"
"부산 영화의 거리","202505","뉴스","75.00000",,"48.00000","-1.00000","4.20000","1003.00000","관광 명소","35.157","129.15","부산광역시 해운대구 마린시티1로 51","부산광역시","해운대구","6387265.00000","5141202.00000","24.20000","78047067.00000","51295254.00000","26751813.00000"
"부산 국제시장","202505","뉴스","0.00000",,,,"4.10000","12559.00000","시장","35.1731121","129.0714122","부산광역시 양정역","부산광역시","양정역","6572947.00000","5541886.00000","18.60000","50786573.00000","34294731.00000","16491842.00000"
"이태원","202505","뉴스","32.00000",,"24.00000","-1.00000","4.30000","287.00000","관광 명소","37.5385051","126.9925224","서울특별시 용산구 이태원동 213-4","서울특별시","용산구","10626241.00000","8889359.00000","19.50000","61617878.00000","44382808.00000","17235070.00000"
"이화여자대학교","202505","뉴스","0.00000",,,,"4.60000","1356.00000","여자대학","37.5618588","126.9468339","서울특별시 서대문구 대현동 산11-1","서울특별시","서대문구","7902072.00000","6878830.00000","14.90000","26026328.00000","18950936.00000","7075392.00000"
"콘래드서울","202505","뉴스","0.00000",,,,"4.40000","6704.00000","5성급 호텔","37.5253343","126.9265549","서울특별시 영등포구 여의동 23-1","서울특별시","영등포구","10714823.00000","9824311.00000","9.10000","90025697.00000","69097147.00000","20928550.00000"
"예술의전당","202505","뉴스","0.00000",,,,"4.60000","11965.00000","아트 센터","37.4792903","127.0128613","서울특별시 서초구 남부순환로 2406","서울특별시","서초구","16509244.00000","15152802.00000","9.00000","120976205.00000","97933093.00000","23043112.00000"
"구미시장","202505","뉴스","0.00000",,,,"3.60000","140.00000","시장","36.1172459","128.3509342","경상북도 구미시 송정동 87-61","경상북도","구미시","2558629.00000","2091960.00000","22.30000","12243781.00000","11485263.00000","758518.00000"
"세종문화회관","202505","뉴스","0.00000",,,,"3.80000","7487.00000","문화센터","37.5725254","126.9756429","서울특별시 종로구 세종대로 175 세종문화회관","서울특별시","종로구","13493770.00000","11936438.00000","13.00000","81749242.00000","59228708.00000","22520534.00000"
"파라다이스호텔부산","202505","뉴스","0.00000",,,,"4.50000","6680.00000","5성급 호텔","35.1731121","129.0714122","부산광역시 양정역","부산광역시","양정역","6572947.00000","5541886.00000","18.60000","50786573.00000","34294731.00000","16491842.00000"
"거제","202505","뉴스","0.00000",,,,"4.30000","215.00000","섬","34.8931951","128.6091247","경상남도 거제시 장평동 7-9","경상남도","거제시","2232037.00000","1675964.00000","33.20000","10333871.00000","9252287.00000","1081584.00000"
"거제도","202505","뉴스","36.00000",,,,"4.30000","215.00000","섬","34.8869","128.6239","경상남도 거제시","경상남도","거제시","2232037.00000","1675964.00000","33.20000","10333871.00000","9252287.00000","1081584.00000"
"한국만화박물관","202505","뉴스","0.00000",,,,"4.20000","2185.00000","박물관","37.508703","126.7422012","경기도 부천시 상동 529-36","경기도","부천시","10888738.00000","9286623.00000","17.30000","45852151.00000","42745896.00000","3106255.00000"
"건대입구","202505","뉴스","16.00000",,"8.00000","-1.00000","4.10000","822.00000","쇼핑몰","37.540372","127.069276","서울특별시 화양동 건대입구","서울특별시","화양동","7109840.00000","5887682.00000","20.80000","37160389.00000","23762863.00000","13397526.00000"
"강변","202505","뉴스","8.00000",,,,"4.10000","814.00000","전자제품 판매점","37.535098","127.094695","서울특별시 광진구 강변역로 53 강변","서울특별시","광진구","7109840.00000","5887682.00000","20.80000","37160389.00000","23762863.00000","13397526.00000"
"강릉국제영화제","202505","뉴스","0.00000",,,,"4.40000","128.00000","영화관","37.7563022","128.8990843","강원특별자치도 강릉시 옥천동 173","강원특별자치도","강릉시","3197509.00000","2291044.00000","39.60000","19961621.00000","19195722.00000","765899.00000"
"해운대해수욕장","202505","뉴스","128.00000","8.00000","104.00000","-0.90000","4.60000","2361.00000","해변","35.1719465","129.1741038","부산광역시 해운대구 좌동 998-11","부산광역시","해운대구","6387265.00000","5141202.00000","24.20000","78047067.00000","51295254.00000","26751813.00000"
"하이원스키장","202505","뉴스","0.00000",,,,"4.40000","4195.00000","스키장","37.2074566","128.8253198","강원특별자치도 정선군 고한읍 하이원길 265-1","강원특별자치도","정선군","875119.00000","577825.00000","51.50000","3174166.00000","3043192.00000","130974.00000"
"강남","202505","뉴스","184.00000","12.00000","62.00000","-0.80000","4.10000","595.00000","관광 명소","37.4966645","127.0629804","서울특별시 강남구 남부순환로 2949-2","서울특별시","강남구","19453777.00000","18179983.00000","7.00000","213904390.00000","117330411.00000","96573979.00000"
"경복궁","202505","뉴스","0.00000",,,,"4.60000","44027.00000","문화적 랜드마크","37.579617","126.977041","서울특별시 종로구 사직로 161","서울특별시","종로구","13493770.00000","11936438.00000","13.00000","81749242.00000","59228708.00000","22520534.00000"
"피카디리극장","202505","뉴스","0.00000",,,,"4.00000","2404.00000","영화관","37.5709","126.9913","서울특별시 종로구 돈화문로5가길 1","서울특별시","종로구","13493770.00000","11936438.00000","13.00000","81749242.00000","59228708.00000","22520534.00000"
"광안대교","202505","뉴스","0.00000",,,,"4.60000","844.00000","다리","35.147551","129.1302088","부산광역시 부산진구 새싹로 174","부산광역시","부산진구","3655295.00000","2907453.00000","25.70000","17691799.00000","15631834.00000","2059965.00000"
"포시즌스호텔","202505","뉴스","0.00000",,,,"4.60000","7002.00000","5성급 호텔","37.5706978","126.9755073","서울특별시 종로구 당주동 새문안로 97","서울특별시","종로구","13493770.00000","11936438.00000","13.00000","81749242.00000","59228708.00000","22520534.00000"
"갈매","202505","뉴스","178.00000","4.00000","170.00000","-1.00000","5.00000","1.00000","공원","37.6328602","127.1174649","경기도 구리시 갈매동 285-8","경기도","구리시","4290772.00000","3617341.00000","18.60000","10476479.00000","10205583.00000","270896.00000"
"파크하얏트","202505","뉴스","0.00000",,,,"4.40000","1834.00000","5성급 호텔","37.5085791","127.0641676","서울특별시 강남구 대치동 995-14","서울특별시","강남구","19453777.00000","18179983.00000","7.00000","213904390.00000","117330411.00000","96573979.00000"
"광릉추모공원","202505","뉴스","0.00000",,,,"4.50000","392.00000","공원","37.7712629","127.1989028","경기도 포천시 내촌면 부마로 341 광릉추모공원","경기도","포천시","2772115.00000","2058301.00000","34.70000","17827797.00000","17503392.00000","324405.00000"
"광화문","202505","뉴스","36.00000",,"6.00000","-1.00000","4.40000","13240.00000","역사적 명소","37.572389","126.9769117","서울특별시 종로구 세종대로 172","서울특별시","종로구","13493770.00000","11936438.00000","13.00000","81749242.00000","59228708.00000","22520534.00000"
"광주시립미술관","202505","뉴스","0.00000",,,,"4.40000","1093.00000","미술관","35.1831512","126.885704","광주광역시 북구 하서로 52","광주광역시","북구","4780132.00000","3959536.00000","20.70000","12864811.00000","12750463.00000","114348.00000"
"광주시장","202505","뉴스","0.00000",,,,"3.90000","4536.00000","재래시장","35.1500822","126.8559071","광주광역시 서구 쌍촌동 1006-22","광주광역시","서구","5068966.00000","4332013.00000","17.00000","33180293.00000","32357476.00000","822817.00000"
"성수동","202505","다음카페","8.00000",,"6.00000","-1.00000","4.60000","22.00000","관광 명소","37.5406846","127.0566319","서울특별시 성동구 성수동2가 315-4","서울특별시","성동구","7032287.00000","6105130.00000","15.20000","37933403.00000","28467722.00000","9465681.00000"
"중문해수욕장","202505","다음카페","0.00000",,,,"4.30000","969.00000","해변","33.2451968","126.4111861","제주특별자치도 서귀포시 색달동 3039-45","제주특별자치도","서귀포시","4038937.00000","3594356.00000","12.40000","36255589.00000","27225793.00000","9029796.00000"
"남산","202505","다음카페","0.00000",,,,"4.70000","676.00000","산봉우리","37.5537586","126.9809696","서울특별시 중구 회현동1가 100-166","서울특별시","중구","13128724.00000","12161355.00000","8.00000","295899298.00000","170462842.00000","125436456.00000"
"갈매","202505","다음카페","4.00000",,"4.00000","-1.00000","5.00000","1.00000","공원","37.6328602","127.1174649","경기도 구리시 갈매동 285-8","경기도","구리시","4290772.00000","3617341.00000","18.60000","10476479.00000","10205583.00000","270896.00000"
"이태원","202505","다음카페","4.00000",,"4.00000","-1.00000","4.30000","287.00000","관광 명소","37.5385051","126.9925224","서울특별시 용산구 이태원동 213-4","서울특별시","용산구","10626241.00000","8889359.00000","19.50000","61617878.00000","44382808.00000","17235070.00000"
"충무로","202505","다음카페","2.00000","2.00000",,"1.00000","4.40000","9880.00000","관광 명소","37.5648394","126.9927416","서울특별시 중구 초동 19-24","서울특별시","중구","13128724.00000","12161355.00000","8.00000","295899298.00000","170462842.00000","125436456.00000"
"동대문","202505","블로그","4.00000","4.00000",,"1.00000","4.40000","7594.00000","역사적 명소","37.5819561","127.054846","서울특별시 동대문구 전농동 141-189","서울특별시","동대문구","5325645.00000","4569274.00000","16.60000","19334953.00000","17689231.00000","1645722.00000"
"강릉국제영화제","202505","블로그","0.00000",,,,"4.40000","128.00000","영화관","37.7563022","128.8990843","강원특별자치도 강릉시 옥천동 173","강원특별자치도","강릉시","3197509.00000","2291044.00000","39.60000","19961621.00000","19195722.00000","765899.00000"
"광화문","202505","블로그","2.00000",,,,"4.40000","13240.00000","역사적 명소","37.572389","126.9769117","서울특별시 종로구 세종대로 172","서울특별시","종로구","13493770.00000","11936438.00000","13.00000","81749242.00000","59228708.00000","22520534.00000"
"등촌","202505","블로그","4.00000",,,,"4.10000","1751.00000","재래시장","37.5575223","126.8559611","서울특별시 강서구 등촌동 639-27","서울특별시","강서구","8395793.00000","6822221.00000","23.10000","66583386.00000","57533498.00000","9049888.00000"
"상암월드컵경기장","202505","블로그","4.00000","4.00000",,"1.00000","4.40000","9203.00000","경기장","37.4462","126.3727","서울특별시 마포구 월드컵로 240","서울특별시","마포구","11146674.00000","9594620.00000","16.20000","76579236.00000","51272809.00000","25306427.00000"
"건대입구","202505","블로그","0.00000",,,,"4.10000","822.00000","쇼핑몰","37.540372","127.069276","서울특별시 화양동 건대입구","서울특별시","화양동","7109840.00000","5887682.00000","20.80000","37160389.00000","23762863.00000","13397526.00000"
"덕수궁","202505","블로그","4.00000",,,,"4.60000","19718.00000","문화적 랜드마크","37.5658049","126.9751461","서울특별시 중구 세종대로 99","서울특별시","중구","13128724.00000","12161355.00000","8.00000","295899298.00000","170462842.00000","125436456.00000"
"소공동","202505","블로그","0.00000",,,,"4.60000","563.00000","역사적 명소","37.5644131","126.9749183","서울특별시 중구 덕수궁길 15","서울특별시","중구","13128724.00000","12161355.00000","8.00000","295899298.00000","170462842.00000","125436456.00000"
"삼성서울병원","202505","블로그","0.00000",,,,"4.00000","514.00000","종합병원","37.4881193","127.0849885","서울특별시 강남구 일원로 81 삼성서울병원","서울특별시","강남구","19453777.00000","18179983.00000","7.00000","213904390.00000","117330411.00000","96573979.00000"
"성수동","202505","블로그","14.00000",,"4.00000","-1.00000","4.60000","22.00000","관광 명소","37.5406846","127.0566319","서울특별시 성동구 성수동2가 315-4","서울특별시","성동구","7032287.00000","6105130.00000","15.20000","37933403.00000","28467722.00000","9465681.00000"
"롯데호텔서울","202505","블로그","0.00000",,,,"4.50000","8571.00000","5성급 호텔","37.5653","126.980979","서울특별시 중구 을지로1가 180-6","서울특별시","중구","13128724.00000","12161355.00000","8.00000","295899298.00000","170462842.00000","125436456.00000"
"인천국제공항","202505","블로그","4.00000",,,,"4.50000","31827.00000","국제공항","37.458666","126.4419679","인천광역시 중구 공항로 272 인천국제공항 (ICN)","인천광역시","중구","9083543.00000","7518427.00000","20.80000","125402626.00000","70143569.00000","55259057.00000"
"콘래드서울","202505","블로그","0.00000",,,,"4.40000","6704.00000","5성급 호텔","37.5253343","126.9265549","서울특별시 영등포구 여의동 23-1","서울특별시","영등포구","10714823.00000","9824311.00000","9.10000","90025697.00000","69097147.00000","20928550.00000"
"합천영상테마파크","202505","블로그","0.00000",,,,"4.10000","3980.00000","테마파크","35.5492109","128.07312","경상남도 합천군 용주면 합천호수로 757","경상남도","합천군","850115.00000","546458.00000","55.60000","2105774.00000","2095324.00000","10450.00000"
"부산영화체험박물관","202505","블로그","0.00000",,,,"4.20000","916.00000","박물관","35.101702","129.0337655","부산광역시 중구 대청로126번길 12","부산광역시","중구","3629027.00000","3064705.00000","18.40000","23825057.00000","16946783.00000","6878274.00000"
"명동","202505","블로그","16.00000",,,,"4.30000","24824.00000","관광 명소","37.55998","126.9858296","서울특별시 중구 남산동2가 10-4","서울특별시","중구","13128724.00000","12161355.00000","8.00000","295899298.00000","170462842.00000","125436456.00000"
"이화여자대학교","202505","블로그","0.00000",,,,"4.60000","1356.00000","여자대학","37.5618588","126.9468339","서울특별시 서대문구 대현동 산11-1","서울특별시","서대문구","7902072.00000","6878830.00000","14.90000","26026328.00000","18950936.00000","7075392.00000"
"이태원","202505","블로그","0.00000",,,,"4.30000","287.00000","관광 명소","37.5385051","126.9925224","서울특별시 용산구 이태원동 213-4","서울특별시","용산구","10626241.00000","8889359.00000","19.50000","61617878.00000","44382808.00000","17235070.00000"
"한국영화박물관","202505","블로그","0.00000",,,,"4.20000","74.00000","박물관","37.5804334","126.8894764","서울특별시 마포구 상암동 1602번지 2층","서울특별시","마포구","11146674.00000","9594620.00000","16.20000","76579236.00000","51272809.00000","25306427.00000"
"구미시장","202505","블로그","0.00000",,,,"3.60000","140.00000","시장","36.1172459","128.3509342","경상북도 구미시 송정동 87-61","경상북도","구미시","2558629.00000","2091960.00000","22.30000","12243781.00000","11485263.00000","758518.00000"
"국립민속박물관","202505","블로그","0.00000",,,,"4.60000","3289.00000","국립박물관","37.5816456","126.9789948","서울특별시 종로구 팔판동 139-1","서울특별시","종로구","13493770.00000","11936438.00000","13.00000","81749242.00000","59228708.00000","22520534.00000"
"강남","202505","블로그","8.00000",,"8.00000","-1.00000","4.10000","595.00000","관광 명소","37.4966645","127.0629804","서울특별시 강남구 남부순환로 2949-2","서울특별시","강남구","19453777.00000","18179983.00000","7.00000","213904390.00000","117330411.00000","96573979.00000"
